Kapiti_F,Kapiti_D,Kapiti_S,Maunga_F,Maunga_D,Maunga_S,Rotok_F,Rotok_D,Rotok_S,Tiri_F,Tiri_D,Tiri_S,Karori_F,Karori_D,Karori_S,Bushy_F,Bushy_D,Bushy_S,Bushy_a,Bushy_b,Bushy_T,Karori_a,Karori_b,Karori_T,Maunga_a,Maunga_b,Maunga_T,Rotok_a,Rotok_b,Rotok_T,Tiri_a,Tiri_b,Tiri_T
38,1.766,1.269,46,-0.04918,0.533648061,22,1.188,1.324,91,0.919,1.196,17,0.8112,0.7148,15,0.06901,0.7704,0.02689,-1.495,0.5,-0.5525,-1.525,0.27,0.245,-1.543,0.58,-0.3248,-2.016,0.1971,0.5902,-10.24,0.07
45,1.766,1.22,43,-0.04918,0.533648061,17,1.201,1.859,95,0.919,1.087,25,0.8765,0.8679,14,0.06901,0.7922,0.008565,-1.487,0.5,-0.4271,-0.8561,0.27,0.2412,-1.483,0.58,-0.09576,-2.6,0.1916,0.5837,-10.4,0.07
36,1.711,1.177,40,0.4516,0.781028886,19,1.218,1.6,93,0.9432,1.255,17,0.8765,0.802,13,0.02593,0.6875,-0.006085,-1.559,0.5,-0.3812,-0.8773,0.27,0.2733,-1.441,0.58,-0.07256,-2.565,0.1909,0.5869,-10.25,0.07
38,1.742,1.101,42,0.4516,0.997386329,19,1.218,1.406,89,0.9497,1.191,20,0.8765,0.6449,15,-0.1216,0.7207,-0.02541,-1.558,0.5,-0.3759,-0.9378,0.27,0.2181,-1.283,0.58,-0.000475,-2.618,0.1954,0.5953,-10.35,0.07
34,1.786,1.137,41,0.4516,0.26811471,20,0.9961,1.322,93,0.9497,1.172,19,0.8925,0.827,15,0.02335,0.6159,0.08112,-1.482,0.5,-0.3612,-1.064,0.27,0.1638,-1.344,0.58,0.06758,-2.639,0.1933,0.6114,-11.05,0.07
37,1.856,1.029,47,0.4516,0.344656827,20,0.9913,1.498,91,0.9063,1.223,21,0.8925,0.6932,12,0.03873,0.6924,0.0749,-1.538,0.5,-0.3575,-0.8653,0.27,0.2057,-1.314,0.58,0.1111,-2.746,0.1981,0.6114,-11.05,0.07
39,1.856,1.037,43,0.6147,0.431930345,19,1.071,1.076,89,0.9063,1.307,23,0.98,0.7812,21,0.1263,0.4844,0.04032,-1.345,0.5,-0.3575,-0.8653,0.27,0.2057,-1.314,0.58,0.1862,-2.935,0.199,0.6447,-10.88,0.07
35,1.7,1.023,56,1.288,0.431930345,21,1.235,1.457,89,0.9403,1.202,25,0.98,0.6938,15,0.1263,0.558,0.04032,-1.345,0.5,-0.4578,-1.028,0.27,0.1466,-1.216,0.58,-0.08674,-1.95,0.214,0.6511,-10.89,0.07
35,1.618,0.9878,47,1.288,0.371440525,20,1.137,1.542,90,0.9349,1.53,24,0.98,0.926,17,0.1263,0.5297,0.02493,-3.011,0.5,-0.4578,-1.028,0.27,0.1007,-1.2,0.58,-0.2336,-2.381,0.1963,0.6493,-10.81,0.07
39,1.618,1.108,54,1.288,0.250094789,20,1.158,1.855,89,0.9349,1.171,25,0.98,0.8568,17,0.1319,0.6039,0.02493,-3.011,0.5,-0.4578,-1.028,0.27,0.03171,-1.133,0.58,-0.2233,-2.504,0.2029,0.6358,-10.7,0.07
34,1.618,1.025,55,1.288,0.250094789,22,1.158,1.651,91,0.9349,1.161,23,1.068,0.9362,14,0.1319,0.6097,-0.01872,-2.829,0.5,-0.466,-0.9914,0.27,0.01229,-1.03,0.58,-0.2294,-2.453,0.1981,0.6534,-10.95,0.07
32,1.627,0.9637,54,1.33,0.31016825,21,1.23,1.379,91,0.9173,1.088,21,1.059,0.8983,14,0.1202,0.6258,0.2047,-3.274,0.5,-0.4884,-1.094,0.27,0.01229,-1.03,0.58,-0.2079,-2.437,0.2057,0.6597,-10.84,0.07
37,1.627,1.024,38,1.33,0.31016825,24,1.243,1.68,89,0.9171,1.346,20,1.059,1.026,17,0.1202,0.7452,0.209,-3.376,0.5,-0.5305,-0.983,0.27,0.06358,-1.208,0.58,-0.2542,-2.265,0.2016,0.6581,-10.99,0.07
39,1.586,1.011,36,0.6912,0.196937207,22,1.014,1.563,92,0.9171,1.219,21,1.01,0.9381,19,0.09351,0.6705,0.2016,-3.448,0.5,-0.5305,-0.983,0.27,-0.02899,-1.195,0.58,-0.2066,-2.5,0.2022,0.6668,-10.92,0.07
32,1.556,0.8272,35,0.1515,0.684903645,23,1.014,1.96,93,0.9171,1.039,18,1.067,0.8704,20,0.02091,0.7895,0.1327,-3.199,0.5,-0.5305,-0.983,0.27,0.1679,-1.37,0.58,-0.1295,-2.694,0.2007,0.6668,-10.92,0.07
33,1.556,0.9368,35,0.1515,0.622329658,24,1.014,1.988,92,0.9171,1.079,22,1.067,0.6719,16,0.02091,0.5784,0.1327,-3.199,0.5,-0.5195,-1.037,0.27,0.2278,-1.411,0.58,-0.2233,-2.477,0.2108,0.6426,-10.54,0.07
33,1.511,0.9262,38,0.1515,1.050840414,26,1.134,1.384,90,0.9171,1.385,24,1.067,0.7865,18,0.02091,0.8315,0.02799,-3.193,0.5,-0.4999,-1.129,0.27,0.2831,-1.523,0.58,-0.2233,-2.477,0.2108,0.6102,-11.02,0.07
35,1.478,0.9907,35,0.1515,1.259839134,24,1.059,1.551,91,0.868,1.12,22,1.036,0.7919,17,-0.05918,0.6131,-0.05662,-3.09,0.5,-0.4999,-1.129,0.27,0.2831,-1.523,0.58,-0.2684,-2.268,0.2094,0.611,-10.28,0.07
34,1.613,0.8465,34,0.1515,1.183171911,24,1.059,1.787,93,0.868,1.319,19,1.052,0.7887,25,-0.05137,0.6561,-0.1694,-3.116,0.5,-0.4541,-0.9909,0.27,0.3924,-1.487,0.58,-0.3126,-2.277,0.2079,0.611,-10.28,0.07
40,1.598,0.7,45,0.9208,0.872868243,25,1.027,1.464,88,0.868,1.09,23,1.079,0.821,26,0.004324,0.6706,-0.08965,-3.32,0.5,-0.4643,-1.334,0.27,0.3924,-1.487,0.58,-0.3126,-2.277,0.2079,0.5933,-10.48,0.07
34,1.598,0.7388,41,0.9845,0.872868243,25,1.027,1.617,87,0.8407,1.481,24,1.044,0.8455,21,-0.05861,0.6773,-0.1004,-3.249,0.5,-0.4643,-1.334,0.27,0.3389,-1.371,0.58,-0.2836,-2.501,0.2053,0.5974,-10.81,0.07
35,1.598,0.8876,47,0.9845,0.9126966,26,1.08,1.918,89,0.8407,1.231,22,1.083,0.7882,17,-0.0253,0.747,0.09709,-3.982,0.5,-0.4551,-1.547,0.27,0.209,-1.613,0.58,-0.2435,-2.416,0.209,0.5893,-10.86,0.07
29,1.598,0.8241,46,-0.04537,0.9126966,27,1.059,1.381,89,0.8407,1.168,26,1.083,0.7658,19,-0.0743,0.7675,0.09709,-3.982,0.5,-0.4904,-1.508,0.27,0.209,-1.613,0.58,-0.2557,-2.413,0.2096,0.5672,-10.72,0.07
29,1.598,0.862,47,-0.04537,0.945737788,24,0.9904,1.188,88,0.8407,1.178,24,1.067,0.7611,17,-0.01151,0.6709,0.2796,-2.967,0.5,-0.4904,-1.508,0.27,0.2313,-1.546,0.58,-0.1853,-2.203,0.2036,0.5794,-10.57,0.07
37,1.625,1.121,50,0.2264,0.945737788,23,0.9975,0.9734,88,0.9182,1.181,25,1.067,0.8528,13,-0.01151,0.769,0.2796,-2.967,0.5,-0.3475,-1.474,0.27,0.1886,-1.541,0.58,-0.2266,-2.368,0.1974,0.5794,-10.57,0.07
30,1.625,1.165,49,0.2264,0.578535577,26,1.188,1.284,87,0.9182,1.226,27,1.135,0.8118,12,-0.02351,0.5986,0.2796,-2.967,0.5,-0.3365,-1.407,0.27,0.2149,-1.606,0.58,-0.2462,-2.335,0.1966,0.5588,-10.43,0.07
30,1.658,1.165,48,0.2264,0.578535577,27,1.296,1.235,92,0.9182,1.222,21,1.135,0.7251,18,-0.02351,0.6728,0.2796,-2.967,0.5,-0.3334,-1.512,0.27,0.2149,-1.606,0.58,-0.3297,-2.217,0.1926,0.5399,-10.63,0.07
33,1.658,0.7976,45,-0.2895,0.57137267,21,1.296,1.7,93,0.9182,1.266,20,1.135,0.656,17,-0.05934,0.7755,0.2796,-2.967,0.5,-0.3609,-1.44,0.27,0.2149,-1.606,0.58,-0.3057,-2.352,0.1858,0.5399,-10.63,0.07
32,1.665,1.125,54,-0.2895,0.233609696,24,1.237,1.045,90,0.9182,1.158,22,1.135,0.5538,14,-0.04961,0.5709,0.2796,-2.967,0.5,-0.2854,-1.602,0.27,0.1799,-1.511,0.58,-0.2932,-2.427,0.1909,0.582,-10.5,0.07
31,1.639,1.199,53,-0.2895,0.300481156,27,1.237,1.285,90,0.8843,1.181,29,1.135,0.6602,18,0.03138,0.7377,0.2745,-2.878,0.5,-0.3532,-1.501,0.27,0.2534,-1.501,0.58,-0.3059,-2.321,0.1939,0.582,-10.5,0.07
26,1.554,1.072,56,-0.2895,0.300481156,23,1.263,1.185,92,0.8843,1.216,29,1.135,0.6626,14,0.157,0.7979,0.2953,-3.088,0.5,-0.3532,-1.501,0.27,0.2534,-1.501,0.58,0.09948,-2.617,0.1906,0.582,-10.5,0.07
26,1.575,0.9063,66,-0.2895,0.300481156,21,1.319,1.654,90,0.9524,1.166,30,1.068,0.5965,16,0.157,0.6653,0.2953,-3.088,0.5,-0.3282,-1.539,0.27,0.3067,-1.454,0.58,-0.2319,-2.391,0.2233,0.582,-10.5,0.07
28,1.616,1.118,70,-0.519,0.15065144,21,1.648,1.754,89,0.9524,1.418,19,0.981,0.9112,13,0.157,0.6781,0.2103,-2.996,0.5,-0.3282,-1.539,0.27,0.2257,-1.432,0.58,-0.1662,-2.434,0.2292,0.5753,-10.65,0.07
28,1.616,0.8077,78,-0.519,0.15065144,20,1.639,1.693,88,0.9524,1.164,21,0.9827,0.8737,14,0.1282,0.8062,0.2185,-3.04,0.5,-0.4493,-1.334,0.27,0.2077,-1.346,0.58,-0.1627,-2.49,0.2291,0.6233,-12.77,0.07
28,1.616,0.8673,65,-0.519,0.15065144,19,1.639,1.639,88,0.9797,1.39,18,0.9733,0.8088,14,0.06744,0.883,0.2185,-3.04,0.5,-0.431,-1.581,0.27,0.2736,-1.513,0.58,-0.1827,-2.39,0.2296,0.6002,-12.63,0.07
31,1.616,0.8766,67,-0.3984,0.185319764,20,1.579,1.726,90,0.9797,1.408,18,0.9733,0.8102,12,0.06744,0.5686,0.2185,-3.04,0.5,-0.431,-1.581,0.27,0.2481,-1.388,0.58,-0.2287,-2.269,0.228,0.6003,-12.51,0.07
34,1.663,1.02,54,-0.3984,0.185319764,22,1.579,1.566,91,0.989,1.06,22,0.946,0.8083,12,0.09339,0.5986,-0.206,-2.916,0.5,-0.4652,-1.485,0.27,0.2519,-1.427,0.58,-0.2473,-2.129,0.2219,0.5876,-12.73,0.07
33,1.663,1.254,56,-0.3984,0.185319764,22,1.671,1.912,90,1.001,1.119,20,0.946,0.8871,11,0.09339,0.7146,-0.2044,-2.878,0.5,-0.432,-1.661,0.27,0.2361,-1.258,0.58,-0.265,-1.948,0.221,0.5876,-12.73,0.07
31,1.663,1.199,48,0.3004,0.308618153,22,1.075,1.706,90,1.001,1.444,21,0.946,0.7866,13,0.1045,0.5291,-0.2026,-2.856,0.5,-0.4002,-1.786,0.27,0.1772,-1.266,0.58,-0.4771,-2.538,0.1939,0.5876,-12.73,0.07
37,1.622,1.099,54,0.3004,0.308618153,28,1.054,1.567,92,0.956,1.188,19,0.946,1.038,14,0.1221,0.5534,-0.07304,-2.885,0.5,-0.4002,-1.786,0.27,0.3152,-1.329,0.58,-0.4441,-2.586,0.1921,0.5876,-12.73,0.07
35,1.622,1.182,54,0.3004,0.373753665,23,1.151,1.446,92,0.956,1.201,20,0.946,0.8119,12,0.1066,0.6219,-0.07304,-2.885,0.5,-0.4418,0.04368,0.27,0.3152,-1.329,0.58,-0.4029,-2.521,0.1926,0.5853,-12.23,0.07
35,1.585,1.173,60,0.5924,0.373753665,26,1.151,1.559,89,0.9153,1.413,18,0.946,0.8963,12,0.123,0.7661,-0.07304,-2.885,0.5,-0.4418,0.04368,0.27,0.2494,-1.247,0.58,-0.3673,-2.271,0.1954,0.6351,-9.693,0.07
30,1.602,0.7684,64,0.5924,0.380262698,31,1.018,1.919,96,0.9153,1.436,19,0.9597,1,14,-0.01999,0.6378,-0.1733,-2.77,0.5,-0.4548,0.1663,0.27,0.2079,-1.241,0.58,-0.3135,-2.156,0.1842,0.6213,-9.881,0.07
37,1.602,0.993,59,0.5924,0.380262698,24,1.074,1.737,96,0.9153,1.417,20,0.9264,1.077,15,-0.01999,0.7339,-0.1949,-2.842,0.5,-0.4548,0.1663,0.27,0.2079,-1.241,0.58,-0.3135,-2.156,0.1842,0.6209,-10.27,0.07
29,1.633,0.7773,65,-0.2959,0.371838294,23,1.074,1.769,95,0.9153,1.449,22,0.9264,1.119,12,-0.01999,0.7213,-0.1185,-2.853,0.5,-0.4548,0.1663,0.27,0.2079,-1.241,0.58,-0.3408,-1.637,0.1994,0.6231,-10.45,0.07
30,1.625,0.7882,76,0.2141,0.313231827,22,1.054,1.749,93,0.9161,1.288,22,0.9017,0.7068,14,9.60E-05,0.7857,-0.1185,-2.853,0.5,-0.4548,0.1663,0.27,0.2309,-1.148,0.58,-0.2543,-1.802,0.1946,0.6277,-10.28,0.07
26,1.595,0.7551,62,0.2141,0.818385326,20,0.9869,1.375,91,0.8228,1.335,23,0.8971,0.8596,12,0.03182,0.5804,-0.09034,-2.691,0.5,-0.4695,-0.2015,0.27,0.1814,-1.217,0.58,-0.2188,-1.782,0.2058,0.6275,-10.47,0.07
27,1.595,0.7772,49,0.2141,0.818385326,23,0.9869,1.473,93,0.8255,1.469,21,0.8422,0.7485,12,0.03182,0.7825,-0.1341,-2.507,0.5,-0.4695,-0.2015,0.27,0.1766,-1.175,0.58,-0.2488,-1.643,0.207,0.6428,-10.72,0.07
25,1.591,0.9645,49,0.2141,0.830220582,25,0.9622,1.659,95,0.8255,1.298,25,0.8422,0.6001,12,0.001947,0.7208,-0.2867,-1.978,0.5,-0.4639,-0.1716,0.27,0.2144,-1.154,0.58,-0.1942,-1.57,0.2084,0.6271,-11.49,0.07
25,1.68,1.023,47,-0.5644,0.830220582,22,0.9622,1.267,93,0.8596,1.255,27,0.7473,0.6581,11,0.001947,0.5802,-0.2166,-2.237,0.5,-0.4501,-0.1547,0.27,0.1871,-1.065,0.58,-0.07571,-1.577,0.189,0.6223,-11.27,0.07
29,1.692,0.9874,55,-0.4996,0.324241844,24,0.9622,1.075,97,0.8946,1.198,25,0.7473,0.7608,15,-0.02791,0.5674,-0.237,-2.018,0.5,-0.4242,-0.1365,0.27,0.5289,-1.841,0.58,-0.07571,-1.577,0.189,0.6223,-11.27,0.07
29,1.692,0.8133,52,-0.4996,0.597021214,25,1.355,1.396,94,0.8946,1.379,22,0.8937,0.6393,11,0.01682,0.47,-0.237,-2.018,0.5,-0.4242,-0.1365,0.27,0.5134,-1.742,0.58,-0.1042,-1.504,0.1891,0.6466,-10.72,0.07
27,1.71,0.9981,47,-0.4996,0.597021214,25,1.328,1.687,95,0.8946,1.38,21,0.8627,0.7066,13,-0.001541,0.5362,-0.1625,-2.168,0.5,-0.3512,-0.7319,0.27,0.5134,-1.742,0.58,-0.1042,-1.504,0.1891,0.6341,-10.64,0.07
29,1.71,0.9956,47,-0.4996,0.59668314,26,1.671,1.479,93,0.8946,1.122,22,0.8627,0.6659,9,-0.001541,0.5797,-0.1128,-1.968,0.5,-0.3512,-0.7319,0.27,0.5352,-1.658,0.58,-0.1361,-1.536,0.1851,0.6341,-10.64,0.07
35,1.71,0.9269,55,-0.4996,0.453327199,23,1.658,1.96,94,0.8175,1.207,17,0.8627,0.6189,9,-0.07533,0.572,-0.2122,-2.046,0.5,-0.3493,-0.6404,0.27,0.4957,-1.624,0.58,-0.1499,-1.703,0.1828,0.6341,-10.64,0.07
38,1.718,0.9722,49,-0.3288,0.387786463,26,1.648,1.737,95,0.8175,1.126,21,0.8627,0.7845,12,-0.07533,0.5248,-0.2122,-2.046,0.5,-0.3348,-0.8502,0.27,0.4957,-1.624,0.58,-0.1499,-1.703,0.1828,0.6341,-10.64,0.07
34,1.666,0.9654,40,-0.3288,0.387786463,28,1.725,1.784,98,0.8175,1.301,21,0.8627,0.7831,11,-0.0501,0.4662,-0.3665,-2.751,0.5,-0.3076,-0.9743,0.27,0.5342,-1.767,0.58,-0.1527,-1.697,0.1849,0.5835,-10.67,0.07
30,1.633,0.9789,50,0.3608,0.387786463,22,1.727,1.957,100,0.8175,1.297,19,0.8844,0.8023,11,-0.0501,0.6745,-0.4113,-2.537,0.5,-0.2906,-0.9643,0.27,0.609,-1.811,0.58,-0.1175,-1.634,0.1828,0.5835,-10.67,0.07
34,1.633,0.9261,49,-1.191,0.387786463,26,1.785,1.854,100,0.8175,1.226,18,0.8844,0.7331,14,-0.02897,0.5321,-0.4113,-2.537,0.5,-0.3093,-1.008,0.27,0.609,-1.811,0.58,-0.1492,-1.637,0.2388,0.5835,-10.67,0.07
39,1.668,0.825,45,-1.191,0.391821311,21,1.825,1.006,102,0.8175,1.154,20,0.8332,0.6927,15,0.07966,0.574,-0.4113,-2.537,0.5,-0.3238,-1.243,0.27,0.5799,-1.833,0.58,-0.1829,-1.621,0.2349,0.589,-10.49,0.07
32,1.646,1.097,44,-0.3814,0.572967925,19,1.825,1.978,100,0.8011,1.248,22,0.8801,0.7862,15,0.08285,0.5045,-0.3984,-2.279,0.5,-0.3257,-1.193,0.27,0.5456,-1.717,0.58,-0.1601,-1.688,0.2359,0.5846,-10.15,0.07
36,1.609,1.096,56,-0.5331,0.554396816,22,1.825,1.938,98,0.8714,1.26,16,0.9068,0.8067,14,0.09089,0.5704,-0.4234,-2.47,0.5,-0.2692,-1.55,0.27,0.5198,-1.743,0.58,-0.1696,-1.752,0.2371,0.6036,-10.41,0.07
40,1.521,0.7428,51,-0.5331,0.554458856,21,1.867,1.362,94,0.912,1.304,14,0.8003,0.6521,13,0.09089,0.6458,-0.718,-2.759,0.5,-0.2287,-1.573,0.27,0.5198,-1.743,0.58,-0.1093,-1.926,0.2303,0.5994,-10.52,0.07
37,1.427,1.033,52,-0.5331,0.728790788,23,1.753,1.632,96,0.912,1.225,21,0.8003,0.6989,16,0.0807,0.604,-0.6771,-2.534,0.5,-0.2805,-1.475,0.27,0.504,-1.781,0.58,-0.1001,-1.975,0.2325,0.6072,-10.53,0.07
29,1.336,1.074,57,-0.5331,0.066341716,20,1.765,1.416,95,0.912,1.319,20,0.7243,0.7723,14,0.0807,0.6574,-0.6323,-2.362,0.5,-0.2805,-1.475,0.27,0.4531,-1.667,0.58,-0.1151,-2.047,0.229,0.6086,-10.47,0.07
28,1.336,0.9568,53,-0.7907,0.055601469,21,1.718,1.365,96,0.9459,1.293,18,0.7243,0.778,12,0.0928,0.721,-0.6323,-2.362,0.5,-0.291,-1.308,0.27,0.2805,-1.629,0.58,-0.1151,-2.047,0.229,0.6086,-10.47,0.07
35,1.336,0.8605,51,-0.7907,0.055601469,21,1.726,1.836,95,0.9459,1.321,20,0.7433,0.7185,11,-0.009866,0.5527,-0.7116,-2.168,0.5,-0.291,-1.308,0.27,0.2805,-1.629,0.58,-0.1151,-2.047,0.229,0.6229,-10.32,0.07
33,1.336,0.9239,60,-0.7907,0.345005686,20,1.663,1.827,96,0.9459,1.06,19,0.7872,0.8609,14,-0.009866,0.5794,-0.7091,-2.252,0.5,-0.2697,-1.214,0.27,0.2093,-1.708,0.58,-0.1165,-1.996,0.2338,0.5974,-10.29,0.07
30,1.374,0.9013,52,-0.7907,0.360799404,18,1.761,1.93,93,0.9112,1.567,20,0.7851,0.8232,11,0.01023,0.5729,-0.7091,-2.252,0.5,-0.2697,-1.214,0.27,0.1799,-1.616,0.58,-0.1131,-1.952,0.2348,0.602,-10.41,0.07
33,1.376,0.93,53,-0.3632,0.478559362,18,1.761,1.802,96,0.8048,1.048,23,0.7189,0.7826,18,0.02022,0.5218,-0.6803,-2.331,0.5,-0.2472,-0.8851,0.27,0.1586,-1.574,0.58,-0.1131,-1.952,0.2348,0.5941,-10.4,0.07
32,1.376,0.802,59,0.1031,0.441674054,18,1.76,1.778,91,0.8048,1.467,23,0.7517,0.7622,19,0.02022,0.5059,-0.6671,-3.22,0.5,-0.2514,-1.01,0.27,0.22,-1.49,0.58,-0.1183,-1.662,0.2349,0.5941,-10.4,0.07
31,1.355,1.006,61,0.1031,0.449274364,24,1.718,1.761,91,0.8338,1.322,19,0.7517,1.032,12,0.02029,0.5021,-0.6692,-3.274,0.5,-0.2514,-1.01,0.27,0.2179,-1.444,0.58,-0.1183,-1.662,0.2349,0.5868,-10.28,0.07
34,1.355,0.9554,68,0.1031,0.449274364,23,1.718,1.94,91,0.8338,1.215,23,0.7517,0.7634,14,-0.02676,0.5028,-0.6692,-3.274,0.5,-0.2058,-1.26,0.27,0.1958,-1.332,0.58,-0.1028,-1.622,0.23,0.5841,-10.27,0.07
36,1.355,0.8488,67,0.1031,0.759131723,25,0.9874,1.322,91,0.7769,1.211,23,0.6665,0.6823,18,0.02125,0.512,-0.6654,-2.475,0.5,-0.2339,-1.414,0.27,0.1958,-1.332,0.58,-0.1872,-1.598,0.2337,0.6037,-9.908,0.07
37,1.355,0.7401,69,-0.1176,0.759131723,22,0.9874,1.509,90,0.7769,1.436,18,0.6665,0.9662,15,0.02125,0.5941,-0.6504,-2.618,0.5,-0.2565,-1.486,0.27,0.1016,-1.183,0.58,-0.01826,-1.607,0.2579,0.6037,-9.908,0.07
40,1.355,0.8669,49,-0.1176,0.318454162,25,1.046,1.445,89,0.7769,1.245,18,0.8169,0.8357,16,0.06402,0.7557,-0.6504,-2.889,0.5,-0.212,-1.582,0.27,0.3284,-1.319,0.58,-0.02773,-1.512,0.2597,0.6037,-9.908,0.07
44,1.35,0.7983,48,-0.1176,0.566742987,28,1.046,1.239,88,0.7822,1.335,22,0.8169,0.8517,15,-0.02833,0.7853,-0.5328,-2.459,0.5,-0.2438,-1.502,0.27,0.1864,-1.56,0.58,-0.02243,-1.4,0.2595,0.5848,-9.753,0.07
44,1.344,1.099,56,-0.1176,0.99946767,23,1.046,1.073,92,0.8649,1.266,26,0.8169,1.078,13,-0.04245,0.626,-0.5906,-2.557,0.5,-0.1829,-1.662,0.27,0.2218,-1.591,0.58,-0.02243,-1.4,0.2595,0.5919,-9.791,0.07
47,1.338,1.145,57,-0.5616,0.817745981,19,1.066,1.315,94,0.8649,1.596,24,0.8132,0.8741,12,-0.04245,0.7682,-0.6226,-2.384,0.5,-0.1913,-1.44,0.27,0.2268,-1.643,0.58,-0.02165,-1.319,0.2584,0.5919,-9.791,0.07
43,1.338,1.425,54,0.3666,0.799344938,21,1.233,0.968,93,0.7629,1.384,23,0.7441,0.9029,15,-0.06351,0.7362,-0.4775,-3.531,0.5,-0.1913,-1.44,0.27,0.2268,-1.643,0.58,-0.02165,-1.319,0.2584,0.5774,-9.713,0.07
46,1.426,1.258,51,-1.048,0.80695865,21,1.2,1.016,93,0.7629,1.34,25,0.7441,0.7353,14,-0.06351,0.609,-0.4464,-3.52,0.5,-0.1897,-1.632,0.27,0.2268,-1.547,0.58,-0.01918,-1.155,0.2573,0.5774,-9.713,0.07
46,1.523,1.099,51,-1.048,0.728247947,21,0.8479,1.346,92,0.7629,1.251,26,0.7004,0.7937,16,-0.06409,0.5663,-0.4464,-3.52,0.5,-0.2054,-1.894,0.27,0.3227,-1.501,0.58,-0.02647,-1.134,0.2559,0.576,-9.518,0.07
44,1.523,1.213,60,-0.09335,0.49308534,21,0.811,1.163,88,0.7629,1.282,28,0.7724,0.7561,16,-0.06409,0.559,-0.4082,-3.164,0.5,-0.2054,-1.894,0.27,0.3227,-1.501,0.58,-0.02647,-1.134,0.2559,0.5835,-9.746,0.07
42,1.659,0.8421,56,-0.09335,0.49308534,18,0.8931,1.725,89,0.7629,1.267,22,0.8601,0.877,17,-0.06409,0.6093,-0.5412,-3.102,0.5,-0.2054,-1.894,0.27,0.3159,-1.473,0.58,-0.01889,-1.193,0.2542,0.5729,-9.904,0.07
40,1.544,1.022,65,-0.09335,0.201353567,18,0.8459,1.111,89,0.7629,1.597,25,0.8084,0.7598,13,-0.06723,0.5763,-0.5412,-3.102,0.5,-0.2796,-1.285,0.27,0.3159,-1.473,0.58,-0.01889,-1.193,0.2542,0.5913,-10.04,0.07
38,1.611,1.162,57,-0.09335,0.164696509,19,0.8891,1.195,89,0.7629,1.431,29,0.8084,0.9773,17,-0.006125,0.6104,-0.4383,-3.134,0.5,-0.2796,-1.285,0.27,0.213,-1.514,0.58,-0.01889,-1.193,0.2542,0.6087,-9.679,0.07
35,1.68,0.7394,60,-0.3248,0.202602213,19,0.8954,1.29,88,0.7788,1.27,28,0.8084,0.8113,13,-0.07306,0.5766,-0.4333,-3.178,0.5,-0.3007,-1.289,0.27,0.213,-1.514,0.58,-0.09163,-1.055,0.2528,0.6087,-9.679,0.07
46,1.68,0.9181,46,-0.3248,0.393461171,23,0.8671,1.129,88,0.7788,1.279,30,0.8084,0.8023,15,-0.05945,0.5424,-0.4333,-3.178,0.5,-0.2982,-1.197,0.27,0.1889,-1.392,0.58,-0.04936,-1.113,0.2491,0.6087,-9.679,0.07
44,1.679,0.9821,52,-0.2184,0.391649044,23,0.7796,1.434,89,0.7788,1.124,23,0.7919,0.7239,12,-0.1022,0.5489,-0.4333,-3.178,0.5,-0.3218,-1.489,0.27,0.1226,-1.315,0.58,-0.04936,-1.113,0.2491,0.6501,-10.25,0.07
36,1.679,0.8873,54,-0.2184,0.482202461,23,0.7796,1.609,89,0.9076,1.48,25,0.6657,0.8543,13,-0.07826,0.5479,-0.4333,-3.178,0.5,-0.3025,-1.34,0.27,0.1226,-1.315,0.58,-0.04735,-0.9953,0.2532,0.6954,-10.37,0.07
37,1.626,0.9102,64,-0.2184,0.508792309,19,0.8104,1.855,87,0.8521,1.234,22,0.7152,0.875,13,-0.196,0.663,-0.4913,-3.224,0.5,-0.2046,-1.514,0.27,0.1226,-1.315,0.58,-0.07575,-1.037,0.2542,0.7006,-10.68,0.07
34,1.626,0.9881,42,-0.2184,0.412052772,20,0.8104,1.981,89,0.8521,1.266,31,0.7538,0.5902,12,-0.1093,0.7059,-0.4913,-3.224,0.5,-0.2022,-1.547,0.27,0.1226,-1.315,0.58,-0.1255,-0.9509,0.2575,0.6941,-10.92,0.07
33,1.626,0.8298,37,-0.2184,0.412052772,21,0.8104,1.257,87,0.8521,1.329,26,0.736,0.6298,12,-0.1494,0.8915,-0.4913,-3.224,0.5,-0.2022,-1.547,0.27,0.06779,-1.456,0.58,-0.1255,-0.9509,0.2575,0.7001,-10.7,0.07
32,1.592,0.7712,35,0.7844,0.412052772,22,0.8104,1.027,89,0.8521,1.184,25,0.736,0.6655,17,-0.1494,0.7035,-0.4271,-3.186,0.5,-0.2022,-1.547,0.27,0.07549,-1.297,0.58,-0.0911,-0.9438,0.2589,0.7256,-10.87,0.07
30,1.705,0.7952,33,0.7376,0.513402496,24,0.6792,1.562,87,0.8521,1.254,28,0.6826,0.968,19,-0.1021,0.5785,-0.4257,-2.941,0.5,-0.1856,-1.205,0.27,0.08241,-1.212,0.58,-0.1009,-1.055,0.2516,0.7256,-10.87,0.07
32,1.533,0.9954,33,-0.5342,0.513402496,19,0.7541,1.494,86,0.8153,1.313,27,0.6826,0.6327,21,-0.2072,0.5806,-0.4075,-2.821,0.5,-0.2449,-1.213,0.27,0.1004,-1.214,0.58,-0.5786,-1.341,0.2513,0.7256,-10.87,0.07
